date,tweet
2020-01-07,13
2020-01-08,2
2020-01-09,2
2020-01-10,16
2020-01-11,14
2020-01-12,1
2020-01-13,2
2020-01-14,6
2020-01-15,1
2020-01-16,19
2020-01-17,7
2020-01-18,3
2020-01-19,4
2020-01-20,2
2020-01-21,11
2020-01-22,8
2020-01-23,7
2020-01-24,8
2020-01-25,4
2020-01-26,2
2020-01-27,7
2020-01-28,6
2020-01-29,6
2020-01-30,9
2020-01-31,14
2020-02-01,11
2020-02-02,19
2020-02-03,6
2020-02-04,7
2020-02-05,7
2020-02-06,29
2020-02-07,4
2020-02-08,10
2020-02-09,10
2020-02-10,15
2020-02-12,6
2020-02-13,2
2020-02-14,23
2020-02-15,7
2020-02-17,9
2020-02-18,1
2020-02-19,10
2020-02-20,11
2020-02-21,7
2020-02-22,2
2020-02-24,1
2020-02-25,13
2020-02-26,9
2020-02-27,2
2020-02-28,2
2020-03-01,3
2020-03-02,11
2020-03-03,6
2020-03-04,5
2020-03-05,1
2020-03-06,5
2020-03-07,3
2020-03-08,7
2020-03-09,14
2020-03-10,12
2020-03-11,16
2020-03-14,13
2020-03-16,14
2020-03-17,9
2020-03-18,18
2020-03-19,12
2020-03-20,6
2020-03-21,11
2020-03-22,11
2020-03-23,19
2020-03-24,7
2020-03-25,5
2020-03-26,10
2020-03-27,10
2020-03-28,3
2020-03-30,12
2020-03-31,4
2020-04-01,6
2020-04-02,14
2020-04-03,16
2020-04-04,4
2020-04-05,25
2020-04-06,13
2020-04-07,8
2020-04-08,7
2020-04-09,12
2020-04-10,4
2020-04-11,8
2020-04-12,9
2020-04-13,5
2020-04-14,5
2020-04-15,27
2020-04-16,30
2020-04-17,15
2020-04-18,23
2020-04-19,6
2020-04-20,1
2020-04-21,13
2020-04-22,21
2020-04-23,20
2020-04-24,17
2020-04-25,14
2020-04-26,23
2020-04-27,15
2020-04-28,1
2020-04-29,14
2020-04-30,13
2020-05-01,26
2020-05-02,13
2020-05-03,20
2020-05-04,11
2020-05-05,25
2020-05-06,14
2020-05-07,32
2020-05-08,11
2020-05-09,24
2020-05-10,17
2020-05-11,14
2020-05-12,21
2020-05-13,10
2020-05-14,23
2020-05-15,29
2020-05-17,7
2020-05-18,4
2020-05-19,7
2020-05-20,2
2020-05-21,1
2020-05-22,17
2020-05-23,8
2020-05-24,8
2020-05-25,2
2020-05-26,9
2020-05-27,3
2020-05-28,2
2020-05-29,1
2020-05-30,5
2020-05-31,8
2020-06-01,5
2020-06-04,6
2020-06-05,5
2020-06-06,21
2020-06-07,1
2020-06-08,13
2020-06-09,1
2020-06-10,28
2020-06-11,13
2020-06-14,4
2020-06-15,12
2020-06-16,19
2020-06-18,6
2020-06-19,13
2020-06-20,15
2020-06-21,29
2020-06-22,3
2020-06-24,10
2020-06-25,6
2020-06-26,19
2020-06-27,3
2020-06-28,4
2020-06-29,6
2020-06-30,11
2020-07-01,15
2020-07-02,38
2020-07-03,33
2020-07-04,27
2020-07-05,24
2020-07-06,5
2020-07-07,3
2020-07-08,2
2020-07-09,9
2020-07-10,21
2020-07-11,4
2020-07-12,13
2020-07-13,6
2020-07-14,20
2020-07-15,7
2020-07-17,12
2020-07-18,14
2020-07-19,9
2020-07-20,14
2020-07-21,9
2020-07-22,19
2020-07-23,13
2020-07-24,17
2020-07-25,12
2020-07-26,22
2020-07-27,16
2020-07-28,13
2020-07-29,4
2020-07-30,37
2020-07-31,4
2020-08-01,4
2020-08-02,12
2020-08-03,5
2020-08-04,11
2020-08-06,2
2020-08-07,10
2020-08-08,10
2020-08-09,3
2020-08-10,3
2020-08-11,5
2020-08-12,1
2020-08-13,9
2020-08-14,23
2020-08-15,18
2020-08-16,23
2020-08-17,9
2020-08-18,16
2020-08-19,21
2020-08-20,15
2020-08-21,2
2020-08-24,11
2020-08-25,6
2020-08-26,11
2020-08-27,11
2020-08-28,15
2020-08-29,10
2020-08-30,20
2020-08-31,8
2020-09-01,4
2020-09-02,2
2020-09-03,5
2020-09-04,7
2020-09-07,4
2020-09-08,5
2020-09-09,6
2020-09-10,9
2020-09-11,4
2020-09-12,12
2020-09-13,4
2020-09-14,9
2020-09-15,11
2020-09-16,13
2020-09-17,4
2020-09-18,3
2020-09-19,7
2020-09-20,14
2020-09-21,9
2020-09-22,9
2020-09-23,9
2020-09-24,2
2020-09-25,22
2020-09-26,20
2020-09-27,2
2020-09-28,10
2020-09-29,2
2020-09-30,3
2020-10-01,13
2020-10-02,19
2020-10-03,3
2020-10-04,3
2020-10-05,13
2020-10-06,8
2020-10-07,31
2020-10-08,15
2020-10-09,7
2020-10-10,8
2020-10-11,13
2020-10-12,15
2020-10-13,9
2020-10-14,18
2020-10-15,2
2020-10-16,13
2020-10-17,1
2020-10-18,3
2020-10-20,6
2020-10-21,7
2020-10-22,10
2020-10-23,6
2020-10-24,6
2020-10-25,3
2020-10-26,2
2020-10-27,16
2020-10-28,9
2020-10-29,5
2020-10-30,8
2020-10-31,14
2020-11-01,7
2020-11-02,13
2020-11-03,6
2020-11-04,1
2020-11-05,5
2020-11-06,8
2020-11-07,1
2020-11-08,17
2020-11-09,8
2020-11-10,5
2020-11-12,10
2020-11-13,24
2020-11-14,21
2020-11-15,12
2020-11-16,9
2020-11-17,25
2020-11-18,23
2020-11-19,11
2020-11-20,15
2020-11-21,16
2020-11-23,1
